-1,RootNode
1,C_man_1_FBX2013


C_man_1_FBX2013
Body
2.815017,8.261620,18.617739,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5.009431,7.737229,20.554415,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.880785,7.420071,23.095703,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
4.412794,8.045195,17.538240,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8.377660,5.132765,18.680243,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5.009431,7.737229,20.554415,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8.377660,5.132765,18.680243,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
10.509038,1.050659,15.928085,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
10.572802,1.169625,18.802345,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
7.529740,-6.305429,17.854437,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
9.883768,-3.085635,19.453239,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
9.931765,-3.110677,16.496527,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8.313172,-2.298125,4.581871,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6.742572,0.072736,-1.283926,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6.041810,-2.387001,-1.972801,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8.027907,5.255542,13.511618,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3.593970,7.726709,4.662314,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
7.115594,4.431563,4.656987,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
4.028055,8.458562,13.506977,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-1.094641,8.958906,4.593409,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3.593970,7.726709,4.662314,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.050300,7.745326,-3.136213,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
